company_name,category,website
Bad Ass Academy,"Boot Camps, Gyms, Trainers",badassacademy.com
Anytime Fitness,"Gyms, Trainers",anytimefitness.com
Ovox Gym & Training Center,"Gyms, Trainers",ovoxmorganville.com
Hebrew Educational Society,"Community Service/Non-Profit, Swimming Pools, Summer Camps, Gyms",thehes.org
Better Body Bootcamp - Bayside,"Weight Loss Centers, Boot Camps, Gyms",betterbodybootcamp.com
Force Fitness Club,"Gyms, Trainers",forcefitnessclub.com
Refine Method,"Gyms, Trainers",refinemethod.com
NYSC Flagship Astor Place,"Gyms, Trainers, Sports Clubs",newyorksportsclubs.com
Surge Fitness,"Weight Loss Centers, Gyms, Trainers",surgefitnessjc.com
Five Points Academy,"Gyms, Muay Thai, Brazilian Jiu-jitsu",academyfivepoints.com
Reebok CrossFit 5th Ave,Interval Training Gyms,reebokcrossfit5thave.com
Life Health Fitness - Whitestone,"Gyms, Trainers, Yoga",lifehealth-fitness.com
Bedford-Stuyvesant Branch YMCA,"Gyms, Child Care & Day Care",ymcanyc.org/bedford-stuyvesant
The Monterey Health Club,Gyms,themontereyhealthclub.com
Remorca Fitness Upper East Side,"Trainers, Gyms, Physical Therapy",remorcafitness.com
Anytime Fitness,"Gyms, Trainers",anytimefitness.com
Orangetheory Midtown West,"Boot Camps, Gyms, Trainers",orangetheoryfitness.com
Retro Fitness,Gyms,retrofitness.net
Orangetheory Fitness Williamsburg,"Gyms, Trainers, Boot Camps",orangetheoryfitness.com
Form Fitness,"Gyms, Trainers",Formfitnessbk.com
The Complex NYC,"Gyms, Swimming Pools",thecomplex.nyc
NuYu Revolution,"Gyms, Pilates, Yoga",nuyurevolution.com
Equinox Tribeca - Temporarily Closed,,equinox.com
CrossFit Wall Street,Interval Training Gyms,crossfitwallstreet.com
True North Training,Interval Training Gyms,truenorthtraining.nyc
New York Sports Clubs,"Gyms, Sports Clubs, Trainers",newyorksportsclubs.com/clubs/f…
Brooklyn Zoo NY,"Gyms, Gymnastics, Trainers",brooklynzoony.com
Blink Fitness,"Gyms, Trainers",blinkfitness.com
Anytime Fitness,"Gyms, Trainers",anytimefitness.com
Retro Fitness,Gyms,retrofitness.net
92Y May Center,"Gyms, Preschools, Summer Camps",92Y.org/maycenter
New York Sports Clubs,"Gyms, Sports Clubs, Trainers",newyorksportsclubs.com
CompleteBody Midtown East,"Gyms, Swimming Pools, Saunas",completebody.com
Murder of Crows Fitness,Interval Training Gyms,crowhillcrossfit.com
JDI Barbell,"Trainers, Gyms",jdibarbell.com
Switch Playground 12th Street,"Trainers, Circuit Training Gyms, Interval Training Gyms",switchplaygroundusa.com
Body Space Fitness,"Gyms, Trainers, Physical Therapy",bodyspacefitness.com
Great Jones Fitness,Gyms,greatjonesfitness.com
CrossFit Red Hook,Interval Training Gyms,crossfitredhook.com
Retro Fitness,Gyms,retrofitness.com
The Fort,"Gyms, Trainers",thefortnyc.com
Bad Ass Academy,"Boot Camps, Gyms, Trainers",badassacademy.com
Anytime Fitness,"Gyms, Trainers",anytimefitness.com
Retro Fitness,Gyms,retrofitness.net
NYC Fitness Club,"Gyms, Martial Arts, Pilates",nycfitclub.com
NEOU,"Gyms, Yoga, Trainers",neoufitness.com
Better Health,"Trainers, Gyms, Sports Clubs",betterhealthmarket.com/cgi-sys…
Ardon Sweet Science Gym,"Boxing, Muay Thai, Gyms",ardonsweetsciencegym.com
A&G's Fitter Faster Stronger,"Boot Camps, Gyms, Trainers",agfitterfaster.com
PROJECT by Equinox - Temporarily Closed,"Gyms, Trainers",projectbyequinox.com
Strength For All,"Gyms, Trainers",strengthforallnyc.com
Ridgewood YMCA,"Gyms, Cardio Classes, Yoga",ymcanyc.org/ridgewood
NOVA Tribeca,"Gyms, Trainers",novastudios.com
Greenpoint Branch YMCA,"Gyms, Child Care & Day Care",ymcanyc.org
Velocity Sports Performance,"Gyms, Trainers, Pilates",velocityspusa.com
Bad Ass Academy,"Boot Camps, Gyms, Trainers",badassacademy.com
Retro Fitness,Gyms,retrofitness.net
Whippany Athletic Club,"Gyms, Boxing, Trainers",whippanyac.com
Hebrew Educational Society,"Community Service/Non-Profit, Swimming Pools, Summer Camps, Gyms",thehes.org
Better Body Bootcamp - Bayside,"Weight Loss Centers, Boot Camps, Gyms",betterbodybootcamp.com
Rich Barretta Private Training,"Gyms, Trainers",richbarretta.com
CrossFit Greenpoint,"Gyms, Boot Camps",crossfitgreenpoint.com
New York Sports Clubs,"Gyms, Sports Clubs, Trainers",newyorksportsclubs.com
CrossFit NYC: The Black Box,Interval Training Gyms,crossfitnyc.com
Gravity Fitness,"Gyms, Trainers",gravityfitness.nyc
The Rock Health & Fitness Club,"Gyms, Trainers, Cardio Classes",therockhealthandfitness.com
Murder of Crows Barbell Club,"Trainers, Gyms",murderofcrowsbarbell.com
Daro's Extreme Fitness,Gyms,
CrossFit Sunset Park,"Trainers, Gyms",crossfitsunsetpark.com
Courage Fitness Club,"Trainers, Gyms",
NYC Fitness Club,"Gyms, Martial Arts, Pilates",nycfitclub.com
Whippany Athletic Club,"Gyms, Boxing, Trainers",whippanyac.com
Anytime Fitness,"Gyms, Trainers",anytimefitness.com
WillyB CrossFit,Interval Training Gyms,willybcrossfit.com
Wealth Fitness,"Trainers, Gyms",
92Y May Center,"Gyms, Preschools, Summer Camps",92Y.org/maycenter
Athletic & Swim Club,"Gyms, Swimming Pools",clubcorp.com
Equinox Printing House - Temporarily Closed,,equinox.com
Tabata Ultimate Fitness,"Boot Camps, Gyms, Cardio Classes",tabataultimatefitness.com
Equinox Flatiron - Temporarily Closed,,equinox.com
Dolphin Fitness Clubs,Gyms,dolphinfitnessclubs.com
Jake's Fitness,"Trainers, Gyms",jakesfitness.com
Equinox Greenwich Avenue - Temporarily Closed,,equinox.com
NYC Fitness Club,"Gyms, Martial Arts, Pilates",nycfitclub.com
Hebrew Educational Society,"Community Service/Non-Profit, Swimming Pools, Summer Camps, Gyms",thehes.org
Retro Fitness,Gyms,retrofitness.net
Equinox Brookfield Place - Temporarily Closed,,equinox.com
Star Fitness,Gyms,
Prospect Park Branch YMCA,"Gyms, Swimming Pools, Yoga",ymcanyc.org
Gore's Core Fitness,"Trainers, Gyms, Yoga",gorescorefitness.com
The Terrace Club,"Gyms, Swimming Pools",
CrossFit 718,Interval Training Gyms,crossfit718.com
Better Body Bootcamp - Bayside,"Weight Loss Centers, Boot Camps, Gyms",betterbodybootcamp.com
Hit House,"Muay Thai, Gyms, Trainers",hithouse.com
Equinox Williamsburg - Temporarily Closed,,equinox.com
Studio 26,"Gyms, Pilates, Trainers",studio26nyc.com
Hebrew Educational Society,"Community Service/Non-Profit, Swimming Pools, Summer Camps, Gyms",thehes.org
92Y May Center,"Gyms, Preschools, Summer Camps",92Y.org/maycenter
Retro Fitness,Gyms,retrofitness.net
Sweat W Downtown,Gyms,
Equinox West 92nd Street - Temporarily Closed,,equinox.com
Exceed Physical Culture,"Trainers, Gyms, Boot Camps",exceedphysicalculture.com
SLT Long Island City - Brooklyn,"Gyms, Pilates, Trainers",sltnyc.com/studio/long-island-…
Lucille Roberts- Bay Ridge,"Gyms, Sports Clubs, Trainers",lucilleroberts.com
4U Fitness- New York,"Gyms, Weight Loss Centers, Trainers",4u-fitness.com
OPTraining,"Gyms, Trainers, Weight Loss Centers",optrainingjc.com
CompleteBody Limelight,"Gyms, Pilates, Yoga",completebody.com
World Gym,Gyms,See Website
Beyond Movement Fitness,"Trainers, Boot Camps, Gyms",bemofit.com
Hebrew Educational Society,"Community Service/Non-Profit, Swimming Pools, Summer Camps, Gyms",thehes.org
92Y May Center,"Gyms, Preschools, Summer Camps",92Y.org/maycenter
Anytime Fitness,"Gyms, Trainers",anytimefitness.com
HACKD,Gyms,hackdfitness.com
Tapout Fitness Ozone Park,"Gyms, Yoga, Boot Camps",ozonepark-ny.tapoutfitness.com
Sweatbox Brooklyn,"Boxing, Gyms, Trainers",sweatboxbrooklyn.com
Harbor Fitness,Gyms,harborfitness.com
Retro Fitness,Gyms,retrofitness.com/location/broo…
Lifestyle Performance,"Weight Loss Centers, Gyms",Www.lspbrooklyn.com
Brooklyn Boulders,"Gyms, Rock Climbing, Yoga",brooklynboulders.com
Plush Fitness,"Trainers, Gyms",plushfitness.nyc
Cordell Fitness,,
New York Sports Clubs,"Gyms, Trainers, Sports Clubs",newyorksportsclubs.com
NYC Fitness Club,"Gyms, Martial Arts, Pilates",nycfitclub.com
Retro Fitness,Gyms,retrofitness.net
92Y May Center,"Gyms, Preschools, Summer Camps",92Y.org/maycenter
NYC Fitness Club,"Gyms, Martial Arts, Pilates",nycfitclub.com
Ironbound Performance Athletics,"Gyms, Trainers",IronboundPerformance.com
Equinox Hudson Yards - Temporarily Closed,"Gyms, Day Spas, Sports Clubs",equinox.com
Human@Ease,"Gyms, Trainers, Yoga",humanatease.com
New York Sports Clubs,"Gyms, Sports Clubs, Trainers",newyorksportsclubs.com
Brrrn: Cool Temp Fitness,"Gyms, Saunas",thebrrrn.com
CrossFit Outbreak - Clinton Hill,Interval Training Gyms,crossfitoutbreak.com
Black House Strength & Conditioning,"Trainers, Gyms",blackhousestrong.com
Retro Fitness,Gyms,brooklynnychurchave.retrofitne…
Solidcore Nolita,"Gyms, Pilates",solidcore.co/new-york/NoLIta
Orangetheory Midtown West,"Boot Camps, Gyms, Trainers",orangetheoryfitness.com
Retro Fitness,Gyms,retrofitness.net
Whippany Athletic Club,"Gyms, Boxing, Trainers",whippanyac.com
Lucille Roberts- Flushing,"Trainers, Gyms, Sports Clubs",lucilleroberts.com
Pongo Power,Gyms,pongopower.com
Pop Physique,"Barre Classes, Gyms, Trainers",popphysique.com
F45 Training Williamsburg North,"Trainers, Interval Training Gyms, Circuit Training Gyms",f45training.com/WilliamsburgNo…
Absolute Fitness,"Gyms, Trainers, Weight Loss Centers",absolutefitnessnyc.com
TrainStation NYC,"Trainers, Gyms",trainstationnyc.com
Chinatown Branch YMCA,"Gyms, Child Care & Day Care",ymcanyc.org
Flatbush CrossFit,Interval Training Gyms,crossfitflatbush.com
Crossfit NYC,Interval Training Gyms,crossfitnyc.com
S&S Barbell Bushwick,Gyms,snsbarbell.com
NYC Fitness Club,"Gyms, Martial Arts, Pilates",nycfitclub.com
Orangetheory Midtown West,"Boot Camps, Gyms, Trainers",orangetheoryfitness.com
Anytime Fitness,"Gyms, Trainers",anytimefitness.com
Fhitting Room,"Circuit Training Gyms, Interval Training Gyms",fhittingroom.com
The Strength Center,Gyms,strengthcenternj.com
Astral Fitness,"Gyms, Boxing",astralfitness.net
PRX 14,"Gyms, Trainers, Weight Loss Centers",prx14.com
Nicely Fit,"Trainers, Interval Training Gyms",nicelyfitco.com
Equinox East 85th Street - Temporarily Closed,,equinox.com
Exceed Physical Culture,"Gyms, Trainers",exceedphysicalculture.com
New York Health & Racquet Club,"Gyms, Trainers, Swimming Pools",nyhrc.com
BK Fitness Club,"Trainers, Gyms",bkfitnessclub.com
Legit Independent Training Gym,"Gyms, Trainers",legitindependenttraining.com
NYC Fitness Club,"Gyms, Martial Arts, Pilates",nycfitclub.com
Orangetheory Midtown West,"Boot Camps, Gyms, Trainers",orangetheoryfitness.com
Crossfit Dynamix,Interval Training Gyms,cfdynamix.com
Orangetheory Fitness Soho,"Boot Camps, Gyms, Trainers",orangetheoryfitness.com
Crossfit Outbreak - Bed Stuy,"Interval Training Gyms, Muay Thai, Yoga",crossfitoutbreak.com
Stretch'd,"Gyms, Trainers, Massage Therapy",stretchdspace.com
Fitness Lounge,"Trainers, Boxing, Gyms",fitnessloungenyc.com
Anytime Fitness,"Gyms, Trainers",anytimefitness.com
Phyt NYC,"Trainers, Gyms",phytnyc.com
Tyrone Carr Fitness,Gyms,posturealignmentinnyc.com
Remorca Fitness,"Gyms, Nutritionists",remorcafitness.com
Success Fitness Studio,"Gyms, Trainers",successfitnessstudio.com
NYC Fitness Club,"Gyms, Martial Arts, Pilates",nycfitclub.com
Better Body Bootcamp - Bayside,"Weight Loss Centers, Boot Camps, Gyms",betterbodybootcamp.com
Equinox East 92nd Street - Temporarily Closed,,equinox.com
New York Health & Racquet Club,"Gyms, Swimming Pools, Trainers",nyhrc.com
Equinox Highline - Temporarily Closed,,equinox.com
Metropolitan Pool and Recreation Center,"Swimming Pools, Gyms",nycgovparks.org/sub_things_to_…
CityRow - Union Square,"Gyms, Trainers, Cardio Classes",cityrow.com
Fitness First For Woman,Gyms,
Equinox Gramercy - Temporarily Closed,,equinox.com
F45 Training - Long Island City,"Gyms, Trainers",f45training.com/longislandcity…
New York Sports Clubs,"Gyms, Trainers, Sports Clubs",newyorksportsclubs.com
Fhitting Room,"Trainers, Gyms, Boot Camps",fhittingroom.com
Bad Ass Academy,"Boot Camps, Gyms, Trainers",badassacademy.com
Core Fitness,"Gyms, Trainers",corefitnessnyc.com
SLT W 14,"Pilates, Gyms, Trainers",sltnyc.com
FLEXFiiT,"Trainers, Circuit Training Gyms",flexfiitnyc.com
Momentum Fitness,"Physical Therapy, Trainers, Gyms",momentumfitnessnyc.com
CKO Kickboxing Clinton Hill,"Gyms, Trainers, Boxing",ckoclintonhill.com
Crossfit Dumbo,Interval Training Gyms,crossfitdumbo.com
New York Health & Racquet Club,"Gyms, Swimming Pools, Trainers",nyhrc.com
Equinox Park Avenue - Temporarily Closed,,equinox.com
Equinox Bond Street - Temporarily Closed,,equinox.com
New York Sports Clubs,"Gyms, Sports Clubs, Trainers",newyorksportsclubs.com
North Brooklyn Branch YMCA-Twelve Town Center,"Gyms, Child Care & Day Care",ymcanyc.org/northbrooklyn
Synergy Fitness Clubs,"Gyms, Trainers, Weight Loss Centers",synergyfitclubs.com
Bell,Gyms,
F45 Training Dumbo,"Interval Training Gyms, Circuit Training Gyms, Trainers",f45training.com/Dumbo
FITCURE,"Trainers, Nutritionists, Gyms",fitcureny.com
Powerhouse Gym,Gyms,See Website
Boss NYC,"Trainers, Gyms, Physical Therapy",bossnewyorkcity.com
Equinox Rockefeller Center - Temporarily Closed,,equinox.com
Equinox East 44th Street - Temporarily Closed,,equinox.com
CompleteBody 19th Street,"Gyms, Acupuncture",completebody.com
CKO Kickboxing,"Gyms, Boxing, Trainers",ckokickboxing.com
Bad Ass Academy,"Boot Camps, Gyms, Trainers",badassacademy.com
Orangetheory Midtown West,"Boot Camps, Gyms, Trainers",orangetheoryfitness.com
Retro Fitness,Gyms,retrofitness.net
Whippany Athletic Club,"Gyms, Boxing, Trainers",whippanyac.com
Better Body Bootcamp - Bayside,"Weight Loss Centers, Boot Camps, Gyms",betterbodybootcamp.com
Mercedes Club,,themercedesclub.com
New York Sports Clubs,"Gyms, Trainers, Sports Clubs",newyorksportsclubs.com
The Churchill,"Apartments, Gyms, Swimming Pools",churchillny.com
GHOST: Luxury Fitness Lounge,Gyms,ghost.xyz
The Fitness Office,"Trainers, Gyms",thefitnessoffice.com
Structure Personal Fitness,Gyms,structurepersonalfitness.com
New York Sports Clubs,"Gyms, Sports Clubs, Trainers",newyorksportsclubs.com/clubs/4…
Shape Fitness For Women,"Nutritionists, Trainers, Gyms",shapefitnessforwomen.com
OPEX Riverdale,"Gyms, Trainers, Nutritionists",opexriverdalenyc.com
Equinox Bryant Park - Temporarily Closed,,equinox.com
My Gym,"Gyms, Kids Activities, Party & Event Planning",mygym.com
92Y May Center,"Gyms, Preschools, Summer Camps",92Y.org/maycenter
Anytime Fitness,"Gyms, Trainers",anytimefitness.com
NYC Fitness Club,"Gyms, Martial Arts, Pilates",nycfitclub.com
CKO Kickboxing,"Gyms, Boxing, Trainers",ckokickboxing.com
Bad Ass Academy,"Boot Camps, Gyms, Trainers",badassacademy.com
Better Body Bootcamp - Bayside,"Weight Loss Centers, Boot Camps, Gyms",betterbodybootcamp.com
Mercedes Club,,themercedesclub.com
MatchPoint,"Gyms, Gymnastics, Swimming Pools",matchpoint.nyc
Barrys UES,"Boot Camps, Gyms, Trainers",barrysbootcamp.com
Tilton Fitness - Edgewater,Gyms,tiltonfitness.com
New York Sports Clubs,"Gyms, Sports Clubs, Trainers",newyorksportsclubs.com/clubs/s…
Manny Cantor Fitness,"Gyms, Trainers, Yoga",mannycantor.org
CrossFit Ridgewood,Interval Training Gyms,crossfit-ridgewood.com
Flatbush Branch YMCA,"Gyms, Child Care & Day Care",ymcanyc.org/flatbush
CrossFit Coney Island,Interval Training Gyms,crossfitconeyisland.com
Metropolis Fitness and CrossFit,Interval Training Gyms,metropolisfit.com
Blink Fitness - Penn Station,"Gyms, Trainers",blinkfitness.com
Orangetheory Midtown West,"Boot Camps, Gyms, Trainers",orangetheoryfitness.com
CKO Kickboxing,"Gyms, Boxing, Trainers",ckokickboxing.com
Whippany Athletic Club,"Gyms, Boxing, Trainers",whippanyac.com
92Y May Center,"Gyms, Preschools, Summer Camps",92Y.org/maycenter
Bad Ass Academy,"Boot Camps, Gyms, Trainers",badassacademy.com
Better Body Bootcamp - Bayside,"Weight Loss Centers, Boot Camps, Gyms",betterbodybootcamp.com
Mercedes Club,,themercedesclub.com
Epic Hybrid Training,"Gyms, Trainers",epichybridtraining.com
Lex Fit,"Gyms, Trainers",lexfitnyc.com
Eastern Athletic,"Gyms, Trainers, Tennis",easternathleticclubs.com
WRKNYC,"Boot Camps, Trainers, Gyms",wrknyc.com
F45 Training Flatiron,"Trainers, Interval Training Gyms, Circuit Training Gyms",f45training.com/flatiron
CKO Kickboxing Park Slope,"Gyms, Boxing, Trainers",ckoparkslope.com
CrossFit Gantry,Interval Training Gyms,crossfitgantry.com
Ltrain CrossFit,Interval Training Gyms,ltraincrossfit.com
30/60/90,"Interval Training Gyms, Cardio Classes",306090fitness.com
New York Sports Clubs,"Gyms, Sports Clubs, Trainers",newyorksportsclubs.com
CKO Kickboxing,"Gyms, Boxing, Trainers",ckokickboxing.com
Retro Fitness,Gyms,retrofitness.net
NYC Fitness Club,"Gyms, Martial Arts, Pilates",nycfitclub.com
Orangetheory Midtown West,"Boot Camps, Gyms, Trainers",orangetheoryfitness.com
Better Body Bootcamp - Bayside,"Weight Loss Centers, Boot Camps, Gyms",betterbodybootcamp.com
Bad Ass Academy,"Boot Camps, Gyms, Trainers",badassacademy.com
Mercedes Club,,themercedesclub.com
Sitaras Fitness,"Trainers, Gyms",sitarasinc.com
SLT Upper West Side,"Gyms, Pilates, Trainers",sltnyc.com/#home
Limitless Fitness,"Gyms, Nutritionists, Trainers",limitlessfitnessnyc.com
F45 Training Boerum Hill,"Trainers, Interval Training Gyms, Circuit Training Gyms",f45training.com/boerumhill
SLT Flatiron,"Pilates, Gyms, Trainers",sltnyc.com/#home
KORE Functional Training Studio & Group Training Center,"Gyms, Trainers",korefts.com
EVF Performance,"Trainers, Interval Training Gyms, Boot Camps",evfperformance.com
Orangetheory Fitness Brooklyn - Park Slope,"Boot Camps, Gyms, Trainers",orangetheoryfitness.com
New York Sports Clubs,"Gyms, Sports Clubs, Trainers",newyorksportsclubs.com
Concrete Jungle Strength & Conditioning,Interval Training Gyms,concretejunglebronx.com
CKO Kickboxing,"Gyms, Boxing, Trainers",ckokickboxing.com
Orangetheory Midtown West,"Boot Camps, Gyms, Trainers",orangetheoryfitness.com
92Y May Center,"Gyms, Preschools, Summer Camps",92Y.org/maycenter
Whippany Athletic Club,"Gyms, Boxing, Trainers",whippanyac.com
Bad Ass Academy,"Boot Camps, Gyms, Trainers",badassacademy.com
Mercedes Club,,themercedesclub.com
Refine Method,"Trainers, Gyms",refinemethod.com
New York Sports Clubs,"Gyms, Trainers, Sports Clubs",newyorksportsclubs.com
Equinox East 54th Street - Temporarily Closed,,equinox.com
Palladium Athletic Facility,Gyms,nyu.edu/palladiumathleticfacil…
Flywheel Sports Williamsburg,"Cycling Classes, Gyms",flywheelsports.com/studio/will…
Power House Gym,"Gyms, Trainers",
Workout Monsters,Gyms,
CrossFit Virtuosity,Interval Training Gyms,crossfitvirtuosity.com
MatchPoint NYC,"Gyms, Gymnastics, Swimming Pools",matchpoint.nyc
Cityrow - Upper East Side,Gyms,cityrow.com
CKO Kickboxing,"Gyms, Boxing, Trainers",ckokickboxing.com
Better Body Bootcamp - Bayside,"Weight Loss Centers, Boot Camps, Gyms",betterbodybootcamp.com
Whippany Athletic Club,"Gyms, Boxing, Trainers",whippanyac.com
Orangetheory Midtown West,"Boot Camps, Gyms, Trainers",orangetheoryfitness.com
92Y May Center,"Gyms, Preschools, Summer Camps",92Y.org/maycenter
Bad Ass Academy,"Boot Camps, Gyms, Trainers",badassacademy.com
Mercedes Club,,themercedesclub.com
"Benswic, Inc","Gyms, Trainers, Summer Camps",benswic.com
Hearst Tower The Club,Gyms,
Skipfitness,"Gyms, Trainers, Nutritionists",Skipfitness.com
1.2.1 Fitness,Gyms,121fitness.info
Ultimate Fitness Queens,"Gyms, Saunas, Cardio Classes",ultimatefitnessny.com
Brooklyn Sports Club,"Gyms, Swimming Pools, Trainers",brooklynsportsclub.com
Verrazano CrossFit,Interval Training Gyms,vzcrossfit.com
Fhitting Room,"Boot Camps, Gyms, Trainers",fhittingroom.com
New York Health & Racquet Club,"Gyms, Swimming Pools, Trainers",nyhrc.com
Clique Fitness Center,"Gyms, Trainers, Massage Therapy",cliquefitnesscenter.com
CKO Kickboxing,"Gyms, Boxing, Trainers",ckokickboxing.com
Better Body Bootcamp - Bayside,"Weight Loss Centers, Boot Camps, Gyms",betterbodybootcamp.com
Whippany Athletic Club,"Gyms, Boxing, Trainers",whippanyac.com
92Y May Center,"Gyms, Preschools, Summer Camps",92Y.org/maycenter
Orangetheory Midtown West,"Boot Camps, Gyms, Trainers",orangetheoryfitness.com
Bad Ass Academy,"Boot Camps, Gyms, Trainers",badassacademy.com
Mercedes Club,,themercedesclub.com
LA Fit Training,"Gyms, Nutritionists, Trainers",lafittraining.com
Fitness by Bobby,"Weight Loss Centers, Gyms, Pilates",fitnesstrainingbrooklyn.com
SLT Williamsburg,"Pilates, Gyms, Trainers",sltnyc.com/#home
Equinox East 61st Street - Temporarily Closed,,equinox.com
Waterside Swim & Health Club,"Gyms, Trainers, Swimming Pools",
V I P 1 To 1 Fitness Center,"Gyms, Trainers, Boot Camps",vipfitnesscenter.com
Sweat440,Interval Training Gyms,sweat440.com/gyms/new-york/che…
Retro Fitness - Forest Hills,Gyms,retrofitness.com/location/fore…
Synergy Fitness Clubs,"Gyms, Cardio Classes, Yoga",synergyfitclubs.com
New York Sports Clubs,"Gyms, Sports Clubs, Trainers",newyorksportsclubs.com
Better Body Bootcamp - Bayside,"Weight Loss Centers, Boot Camps, Gyms",betterbodybootcamp.com
CKO Kickboxing,"Gyms, Boxing, Trainers",ckokickboxing.com
92Y May Center,"Gyms, Preschools, Summer Camps",92Y.org/maycenter
Whippany Athletic Club,"Gyms, Boxing, Trainers",whippanyac.com
Anytime Fitness,"Gyms, Trainers",anytimefitness.com
Bad Ass Academy,"Boot Camps, Gyms, Trainers",badassacademy.com
Mercedes Club,,themercedesclub.com
TITLE Boxing Club,"Trainers, Boxing, Gyms",titleboxingclub.com/nyc-midtow…
Push Fitness Club - Staten Island,Gyms,pushfitnessclub.com/staten-isl…
Long Island City Branch YMCA,"Gyms, Child Care & Day Care",ymcanyc.org/lic
SlowBurn Personal Training Studios,"Trainers, Gyms",slowburnpersonaltraining.com
Lucille Roberts - Grand Central,"Gyms, Sports Clubs, Trainers",lucilleroberts.com
The Fit Life With Dawn,"Trainers, Gyms",
Archstone West 54th Gym,Gyms,
McBurney Branch YMCA,"Gyms, Child Care & Day Care",ymcanyc.org/mcburney
Vanderbilt Branch YMCA,"Gyms, Day Camps",ymcanyc.org
F45 Training Park Slope,"Trainers, Interval Training Gyms, Circuit Training Gyms",f45training.com/parkslope
Bad Ass Academy,"Boot Camps, Gyms, Trainers",badassacademy.com
Anytime Fitness,"Gyms, Trainers",anytimefitness.com
NYC Fitness Club,"Gyms, Martial Arts, Pilates",nycfitclub.com
CKO Kickboxing,"Gyms, Boxing, Trainers",ckokickboxing.com
Whippany Athletic Club,"Gyms, Boxing, Trainers",whippanyac.com
Mercedes Club,,themercedesclub.com
F45 Training Exchange Place Jersey City,"Trainers, Interval Training Gyms, Circuit Training Gyms",f45training.com/exchangeplacej…
CrossFit Queens,"Trainers, Nutritionists, Interval Training Gyms",crossfitqueens.com
Catalyst S.P.O.R.T.,"Trainers, Gyms",catalystsport.com
Columbia University Dodge Fitness Center,"Trainers, Gyms, Swimming Pools",perec.columbia.edu
Q Fitness,Gyms,
Essential Fitness NYC,"Trainers, Gyms",essentialfitnessnyc.com
RiverParc Fitness,"Gyms, Yoga",
New York Sports Clubs,"Gyms, Sports Clubs, Trainers",newyorksportsclubs.com
Orangetheory Fitness Manhattan - East 39th St,"Boot Camps, Gyms, Trainers",orangetheoryfitness.com
CrossFit Kingsboro,Interval Training Gyms,crossfitkingsboro.com
Better Body Bootcamp - Bayside,"Weight Loss Centers, Boot Camps, Gyms",betterbodybootcamp.com
Anytime Fitness,"Gyms, Trainers",anytimefitness.com
Bad Ass Academy,"Boot Camps, Gyms, Trainers",badassacademy.com
Orangetheory Midtown West,"Boot Camps, Gyms, Trainers",orangetheoryfitness.com
Retro Fitness,Gyms,retrofitness.net
CKO Kickboxing,"Gyms, Boxing, Trainers",ckokickboxing.com
Mercedes Club,,themercedesclub.com
CrossFit Flushing,Interval Training Gyms,crossfitflushing.com
The Fit In,"Gyms, Pilates, Kickboxing",thefitinbedstuy.com
YWCA,,ywca.org
New York Sports Clubs,"Gyms, Trainers, Sports Clubs",newyorksportsclubs.com
CrossFit Outbreak - Williamsburg,Interval Training Gyms,crossfitoutbreak.com
Hamilton Health & Fitness,"Gyms, Pilates, Yoga",Hamiltonhealthfitness.Com
Peloton,"Cycling Classes, Gyms, Trainers",See Website
Barry's Chelsea,"Trainers, Gyms, Boot Camps",barrysbootcamp.com
New York Sports Clubs,"Sports Clubs, Gyms, Trainers",newyorksportsclubs.com
CrossFit SPOT,Interval Training Gyms,cfspotnyc.com
Anytime Fitness,"Gyms, Trainers",anytimefitness.com
Retro Fitness,Gyms,retrofitness.net
Better Body Bootcamp - Bayside,"Weight Loss Centers, Boot Camps, Gyms",betterbodybootcamp.com
92Y May Center,"Gyms, Preschools, Summer Camps",92Y.org/maycenter
Bad Ass Academy,"Boot Camps, Gyms, Trainers",badassacademy.com
Transformation Fitness Studio,"Trainers, Nutritionists, Gyms",tfitstudio.com
[solidcore] Dumbo,"Gyms, Pilates",solidcore.co/new-york/dumbo
Equinox East 53rd Street - Temporarily Closed,,equinox.com
New York Sports Clubs,"Gyms, Sports Clubs, Trainers",newyorksportsclubs.com
New York Sports Clubs,"Sports Clubs, Gyms, Trainers",newyorksportsclubs.com/clubs/b…
IG-Fit Health Club,"Gyms, Trainers",igfit-healthclub.com
Equinox West 76th Street - Temporarily Closed,,equinox.com
Intoxx Fitness,"Gyms, Trainers",intoxxfitness.com
OrangeTheory Fitness,"Trainers, Boot Camps, Gyms",orangetheoryfitness.com
The Kickbox Haus NYC,"Gyms, Boot Camps, Trainers",thekickboxhaus.com
Anytime Fitness,"Gyms, Trainers",anytimefitness.com
Retro Fitness,Gyms,retrofitness.net
Better Body Bootcamp - Bayside,"Weight Loss Centers, Boot Camps, Gyms",betterbodybootcamp.com
NYC Fitness Club,"Gyms, Martial Arts, Pilates",nycfitclub.com
Bad Ass Academy,"Boot Camps, Gyms, Trainers",badassacademy.com
Noriwich Fitness,Gyms,
Barry's NoHo,"Boot Camps, Trainers, Gyms",barrysbootcamp.com
FIT RxN,"Gyms, Boot Camps",fit-rxn.com
Equinox East 63rd Street - Temporarily Closed,,equinox.com
V Fitness,"Gyms, Trainers",
UFC GYM Park Slope,"Boxing, Gyms, Trainers",ufcgym.com/parkslope
